DATAFLOW,LAST UPDATE,freq,indic_de,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS125,2018,29.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS125,2019,29.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS126,2017,28.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS126,2018,28.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS126,2019,28.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS127,2017,28.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS127,2018,29.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS127,2019,29.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS211,2017,29.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS211,2018,29.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS211,2019,29.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS212,2017,28.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS212,2018,28.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS212,2019,28.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS213,2017,28.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS213,2018,28.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS213,2019,28.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS214,2017,29.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS214,2018,29.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS214,2019,29.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS215,2017,28.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS215,2018,28.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS215,2019,28.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS216,2017,28.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS216,2018,28.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS216,2019,28.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS217,2017,28.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS217,2018,28.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS217,2019,29.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS218,2017,29.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS218,2018,29.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS218,2019,29.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS221,2017,28.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS221,2018,28.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS221,2019,28.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS222,2017,28.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS222,2018,28.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS222,2019,29.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS223,2017,28.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS223,2018,28.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS223,2019,29.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS224,2017,27.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS224,2018,27.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS224,2019,27.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS225,2017,29.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS225,2018,29.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS225,2019,29.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS226,2017,28.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS226,2018,28.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS226,2019,28.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS227,2017,28.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS227,2018,28.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS227,2019,28.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS228,2017,28.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS228,2018,28.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS228,2019,28.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS229,2017,27.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS229,2018,27.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,RS229,2019,28.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE110,2017,32.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE110,2018,32.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE110,2019,32.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE121,2017,31.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE121,2018,31.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE121,2019,31.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE122,2017,30.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE122,2018,30.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE122,2019,30.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE123,2017,30.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE123,2018,30.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE123,2019,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE124,2017,30.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE124,2018,30.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE124,2019,30.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE125,2017,30.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE125,2018,30.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE125,2019,30.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE211,2017,30.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE211,2018,30.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE211,2019,30.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE212,2017,30.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE212,2018,30.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE212,2019,30.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE213,2017,30.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE213,2018,30.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE213,2019,30.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE214,2017,31.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE214,2018,31.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE214,2019,31.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE221,2017,30.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE221,2018,30.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE221,2019,29.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE224,2017,31.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE224,2018,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE224,2019,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE231,2017,30.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE231,2018,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE231,2019,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE232,2017,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE232,2018,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE232,2019,31.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE311,2017,30.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE311,2018,30.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE311,2019,30.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE312,2017,30.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE312,2018,30.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE312,2019,30.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE313,2017,30.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE313,2018,30.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE313,2019,30.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE321,2017,30.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE321,2018,30.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE321,2019,30.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE322,2017,30.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE322,2018,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE322,2019,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE331,2017,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE331,2018,31.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE331,2019,31.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE332,2017,30.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE332,2018,30.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SE332,2019,30.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI031,2017,29.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI031,2018,29.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI031,2019,29.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI032,2017,30.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI032,2018,30.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI032,2019,30.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI033,2017,29.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI033,2018,29.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI033,2019,29.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI034,2017,29.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI034,2018,29.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI034,2019,29.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI035,2017,29.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI035,2018,30.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI035,2019,30.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI036,2017,29.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI036,2018,29.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI036,2019,29.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI037,2017,29.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI037,2018,29.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI037,2019,29.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI038,2017,30.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI038,2018,30.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI038,2019,29.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI041,2017,31.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI041,2018,31.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI041,2019,31.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI042,2017,30.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI042,2018,30.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI042,2019,30.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI043,2017,30.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI043,2018,30.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI043,2019,30.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI044,2017,30.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI044,2018,30.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SI044,2019,30.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK010,2017,30.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK010,2018,30.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK010,2019,30.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK021,2017,29.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK021,2018,29.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK021,2019,29.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK022,2017,29.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK022,2018,29.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK022,2019,29.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK023,2017,29.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK023,2018,29.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK023,2019,29.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK031,2017,29.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK031,2018,29.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK031,2019,29.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK032,2017,27.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK032,2018,28.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK032,2019,28.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK041,2017,27.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK041,2018,27.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK041,2019,27.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK042,2017,27.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK042,2018,27.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,SK042,2019,27.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR100,2017,29.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR100,2018,29.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR100,2019,29.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR211,2017,28.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR211,2018,28.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR211,2019,28.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR212,2017,28.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR212,2018,28.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR212,2019,28.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR213,2017,28.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR213,2018,28.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR213,2019,28.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR221,2017,28.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR221,2018,28.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR221,2019,28.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR222,2017,29.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR222,2018,29.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR222,2019,29.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR310,2017,28.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR310,2018,29.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR310,2019,29.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR321,2017,28.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR321,2018,28.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR321,2019,28.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR322,2017,28.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR322,2018,28.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR322,2019,28.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR323,2017,28.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR323,2018,28.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR323,2019,29.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR331,2017,28.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR331,2018,28.1,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR331,2019,28.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR332,2017,27.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR332,2018,27.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR332,2019,27.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR333,2017,28.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR333,2018,28.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR333,2019,28.8,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR334,2017,27.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR334,2018,28.2,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR334,2019,28.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR411,2017,28.6,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR411,2018,28.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR411,2019,28.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR412,2017,29.3,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR412,2018,29.4,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR412,2019,29.5,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR413,2017,28.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR413,2018,28.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR413,2019,29.0,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR421,2017,28.7,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR421,2018,28.9,
ESTAT:DEMO_R_FIND3(1.0),06/05/22 23:00:00,A,AGEMOTH,YR,TR421,2019,29.0,
